བོད་ཕྱི་ནང་།,Tibetan Title,BO,EN,English Title,Author,Translator,བརྗོད་བྱ།,བསྒྱུར་གཞི།,དཔེ་སྐྲུན་ཁང་།,དཔར་ལོ།,ཤོག་གྲངས།,BDRC བརྩམས་ཆོས།,Translation Segment pairs
,དབུ་མ་རྒྱན་གྱི་རྣམ་བཤད་འཇམ་དབྱངས་བླ་མ་དགྱེས་པའི་ཞལ་ལུང་ཞེས་བྱ་བ་བཞུགས་སོ།།,BO3662,EN3662,Speech of Delight: Mipham's Commentary on Shantarakshita's Ornament of the Middle Way,"http://purl.bdrc.io/resource/P252 Santaraksita, commentary by Ju Mipham",,མདོ། དབུ་མ།,,,,,https://library.bdrc.io/show/bdr:MW1PD107152,2116
,གསང་སྔགས་སྔ་འགྱུར་རྙིང་མའི་བསྟན་པའི་རྣམ་གཞག་མདོ་ཙམ་བརྗོད་པ་ལེགས་བཤད་སྣང་བའི་དགའ་སྟོན། དང་། གངས་ལྗོངས་རྒྱལ་བསྟན་ཡོངས་རྫོགས་ཀྱི་ཕྱི་མོ་སྔ་འགྱུར་རྡོ་རྗེ་ཐེག་པའི་བསྟན་པ་རིན་པོ་ཆེ་ཇི་ལྟར་བྱུང་བའི་ཚུལ་དག་ཅིང་གསལ་བར་བརྗོད་པ་ལྷ་དབང་གཡུལ་ལས་རྒྱལ་བའི་རྔ་བོ་ཆེའི་སྒྲ་དབྱངས།,BO0715,EN0715,THE NYINGMA SCHOOL OF TIBETAN BUDDHISM: Its Fundamentals and History,http://purl.bdrc.io/resource/P736,"Gyurme Dorje, Matthew Kapstein",ཆོས་འབྱུང་། རྙིང་མ།,,,,,bdr:WA20827,8620
,"༡ རྗེ་ཙོང་ཁ་པའི་ལམ་རིམ་ཆེན་མོའི་དུམ་ཚན་གཅིག་དང་། (ཞི་གནས་དང་ལྷག་མཐོང་སྐོར་གྱི་དུམ་ཚན།)
༢ ལམ་རིམ་མཆན་བཞི་སྦྲགས་མ།",BO0716,EN0716,DEPENDENT-ARISING AND EMPTINESS: A Tibetan Buddhist Interpretation of Madhyamika Philosophy,"Tsongkhapa, Baso Chokyi Gyaltshen, Dedruk Khenpo or Kharok Khenchen Ngawang Rapten, Jamyang Zhedpe Dorjee and Drati Geshe Rinchen Dondrup.",Elizabeth Napper,མདོ། ལམ་རིམ།,,,,,bdr:WA8LS76595,781
,དགེ་ལྡན་པའི་ལམ་རིམ་དང་སྙན་བརྒྱུད་ཀྱི་ཆོས་སྐོར།,BO4278,EN4278,Stages Of The Path And The Oral Transmission: Selected Teachings Of The Geluk School (6) (Library Of Tibetan Classics),རྒྱལ་རོང་ཚུལ་ཁྲིམས་ཉི་མ། དངུལ་ཆུ་དྷརྨ་བྷ་དྲ། ཏཱ་ལའི་བླ་མ༠༥་ངག་དབང་བློ་བཟང་རྒྱ་མཚོ། པཎ་ཆེན་བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན། ཙོང་ཁ་པ་བློ་བཟང་གྲགས་པ། ཚེ་མཆོག་གླིང་ཡོངས་འཛིན་ཡེ་ཤེས་རྒྱལ་མཚན། ཤར་སྐལ་ལྡན་རྒྱ་མཚོ།,Thupten Jinpa,མདོ། བསྟན་རིམ།,,,,,bdr:WA8LS23418,6259
,བསྟན་པ་ལ་འཇུག་པའི་རིམ་པ་སྟོན་པའི་གཞུང་གཅེས་བཏུས།,BO0710,EN0710,Stages of the Buddha’s Teachings: Three Key Texts (Library of Tibetan Classics),"http://purl.bdrc.io/resource/P1056  1) The Blue Compendium, Kadam teacher Potowa as recorded by his student Dölpa. 2) Gampopa’s Ornament of Precious Liberations 3) Sakya Paṇḍita Clarifying the Sage’s Intent","Ulrike Roesler, Ken Holmes, and David P. Jackson",མདོ། བསྟན་རིམ།,,,,,"https://library.bdrc.io/show/bdr:WA4CZ2193?tabs=bdr:MW4CZ2193,bdr:W4CZ2193",7052
,མཛོད་འགྲེལ་མངོན་པའི་རྒྱན། ༼སྟོད་སྨད་གཉིས།༽ མཆིམས་མཛོད།,BO0719,EN0719,Ornament of Abhidharma: A Commentary on Vasubandhu's Abhidharmakosa,མཆིམས་འཇམ་པའི་དབྱངས།,Ian Coghlan (Jampa Ignyen),མདོ། མངོན་པ།,,,,,"https://library.bdrc.io/show/bdr:WA1KG3400?tabs=bdr:MW20482,bdr:W20482",11606
,ལམ་རིམ་རྣམ་གྲོལ་ལག་བཅངས།,BO0718,EN0718,LIBERATION IN THE PALM OF YOUR HAND: A Concise Discourse on the Path to Enlightenmen,http://purl.bdrc.io/resource/P230,Michael Richards,མདོ། ལམ་རིམ།,,,,,bdr:WA1KG11781,8740
,པདྨ་བཀའ་ཐང་། ,BO0711,EN0711,The Life and Liberation of Padmasambhava,"Yeshe Tsogyal, Terchen Urgyan Lingpa","Gustave-Charles Toussaint, Kenneth Douglas, Gwendolyn Bays, Tarthang Tulk",རྣམ་ཐར།,,,,,"https://library.bdrc.io/show/bdr:WA17320?tabs=bdr:MW1KG25186,bdr:W1KG25186 ",10526
,ཤེས་བྱ་ཀུན་ཁྱབ་མཛོད། དེབ་ཕྲེང་དང་པོ། གདུལ་ཞིང་སྣོད་བཅུད་ཀྱི་འཇིག་རྟེན་རིམ་པར་ཕྱེ་བ།,BO1966,EN1966,The Treasury of Knowledge Book I; Myriad Worlds,Jamgon Kongtrul Lodro Taye,Kalu Rinpoche Translation Group,མདོ། བསླབ་པ་གསུམ།,,,,,bdr:WA0XLFDCD08785C8D,1550
,ཤེས་བྱ་ཀུན་ཁྱབ་མཛོད། དེབ་གཉིས་པ། འདུལ་བྱེད་སྟོན་པ་བྱོན་ཚུལ་རིམ་པར་ཕྱེ་བ།,BO0725,EN0725,The Treasury of Knowledge: Books II Buddhism's Journey To Tibet,http://purl.bdrc.io/resource/P264,Ngawang Zangpo,མདོ། བསླབ་པ་གསུམ།,,,,,bdr:WA0XL5B4BA616E,624
,ཤེས་བྱ་ཀུན་ཁྱབ་མཛོད། དེབ་ཕྲེང་ལྔ་པ། ལྷག་པ་ཚུལ་ཁྲིམས་ཀྱི་བསླབ་པའི་རིམ་པ་ཕྱེ་བ།,BO0758,EN0758,The Treasury of Knowledge: Book V; Buddhist Ethics,http://purl.bdrc.io/resource/P265,Kalu Rinpoche Translation Group,མདོ། བསླབ་པ་གསུམ།,,,,,bdr:WA0XL5C839A20,2470
,ཤེས་བྱ་ཀུན་ཁྱབ་མཛོད། དེབ་དྲུག་པ། ལེའུ་དང་པོ་དང་གཉིས་པ།,BO0705,EN0705,"The Treasury of Knowledge: Book VI, Parts 1 and 2; Indo-Tibetan Classical Learning and Buddhist Phenomenology",http://purl.bdrc.io/resource/P264   Jamgon Kongtrul Lodro Taye,Gyurme Dorje,མདོ། བསླབ་པ་གསུམ།,,,,,"https://library.bdrc.io/show/bdr:WA1KG12962?tabs=bdr:MW1PD95787,bdr:W1PD95787",2836
,ཤེས་བྱ་ཀུན་ཁྱབ་མཛོད། དེབ་དྲུག་པའི་ལེའུ་གསུམ་པ།,BO0759,EN0759,"The Treasury of Knowledge: Book VI, Part 3; Frameworks of Buddhist Philosophy",Jamgon Kongtrul Lodro Taye,Elizabeth M. Callahan,མདོ། བསླབ་པ་གསུམ།,,,,,"https://library.bdrc.io/show/bdr:WA1KG12962?tabs=bdr:MW3CN626,bdr:W3CN626",1800
,ཤེས་བྱ་ཀུན་ཁྱབ་མཛོད། དེབ་དྲུག་པའི་ལེའུ་བཞི་པ།,BO0760,EN0760,"The Treasury of Knowledge: Book VI, Part 4; Systems of Buddhist Tantra",Jamgon Kongtrul Lodro Taye,Elio Guarisco and Ingrid McLeod,མདོ། བསླབ་པ་གསུམ།,,,,,"https://library.bdrc.io/show/bdr:WA1KG12962?tabs=bdr:MW3CN626,bdr:W3CN626",2752
,ཤེས་བྱ་ཀུན་ཁྱབ་མཛོད། དེབ་བདུན་པ་དང་བརྒྱད་པའི་ལེའུ་དང་པོ་དང་གཉིས་པ།,BO0761,EN0761,"The Treasury of Knowledge: Books VII and VIII, Parts 1 and 2; Foundations of Buddhist Study and Practice",Jamgon Kongtrul Lodro Taye,Richard Barron,མདོ། བསླབ་པ་གསུམ།,,,,,"https://library.bdrc.io/show/bdr:WA1KG12962?tabs=bdr:MW3CN626,bdr:W3CN626",582
,ཤེས་བྱ་ཀུན་ཁྱབ་མཛོད། དེབ་དགུ་བ། བགྲོད་བྱ་ས་དང་ལམ་གྱི་རིམ་པ་ཕྱེ་བ། །,BO0726,EN0726,"The Treasury of Knowledge: Books IX, X An Analysis of the Spiritual Paths
and Levels to Be Traversed",http://purl.bdrc.io/resource/P264  Jamgon Kongtrul Lodro Taye,Richard Barron,མདོ། བསླབ་པ་གསུམ།,,,,,"https://library.bdrc.io/show/bdr:WA1KG12962?tabs=bdr:MW3CN626,bdr:W3CN626",1711
,"༡ ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་སྤྱི་དོན་བཞུགས་སོ།
༢ ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འབྲུ་འགྲེལ།
",BO1011,EN1011,"Groundless Paths: The Prajnaparamita Sutras, The Ornament of Clear Realization, and Its Commentaries in the Tibetan Nyingma Tradition",རྫ་དཔལ་སྤྲུལ་ཨོ་རྒྱན་འཇིགས་མེད་ཆོས་ཀྱི་དབང་པོ།,Karl Brunnhölzl,མདོ། ཕར་ཕྱིན།,,,,,"bdr:WA21999
༡ https://library.bdrc.io/show/bdr:MW24829_05B4C0
",455
,"1-ཐེག་པ་ཆེན་པོ་རྒྱུད་བླ་མའི་བསྟན་བཅོས་ཀྱི་རྣམ་པར་བཤད་པ།
2 (ཐེག་པ་ཆེན་པོའི་བསྟན་བཅོས་རྒྱུད་བླ་མའི་མན་ངག) ལེགས་སྦྱར་ལས་བོད་བསྒྱུར་མེད་པ་འདྲ།
3 (ཐེག་པ་ཆེན་པོ་རྒྱུད་བླ་མའི་ཚིག་འགྲེལ) བློ་བྲོས་མཐའ་ཡས་ཀྱིས་མཛད་པ་ཡིག་རྐྱང་མ་རྙེད།
4 ཐེག་པ་ཆེན་པོ་རྒྱུད་བླ་མའི་བསྟན་བཅོས་ཀྱིས་འགྲེལ་པ་གསལ་བ་ཉི་མའི་སྙིང་པོ་ཞེས་བྱ་བ་བཞུགས་སོ། བཀྲིས་འོད་ཟེར་གྱིས་མཛད་པ། 
5 ཐེག་པ་ཆེན་པོ་རྒྱུད་བླ་མའི་གདམས་པ། སྐྱོ་སྟོན་སྨོན་ལམ་ཚུལ་ཁྲིམས།
6 ཡེ་ཤེས་ཀྱི་བཞག་ས།
7 འོད་གསལ་སྙིང་པོའི་དོན། སྐྱོ་སྟོན་སྨོན་ལམ་ཚུལ་ཁྲིམས།
8 འདའ་ཀ་ཡེ་ཤེས་ཀྱི་འཆི་ཁ་མའི་མན་ངག་བཞུགས་སོ། སྐྱོ་སྟོན་སྨོན་ལམ་ཚུལ་ཁྲིམས་ཀྱིས་མཛད་པ།
9 ༄༅།།དབུ་མ་གཞན་སྟོང་སྨྲ་བའི་སྲོལ་ལེགས་པར་ཕྱེ་བའི་སྒྲོན་མེ་ཞེས་བྱ་བ་བཞུགས་སོ།། །། ཀརྨ་པ་བརྒྱད་པ་མི་བསྐྱོད་རྡོ་རྗེས་མཛད།
10 གཞན་སྟོང་དབུ་མ་ཆེན་པོའི་ལྟ་ཁྲིད་རྡོ་རྗེའི་ཟླ་བ་དྲི་མ་མེད་པའི་འོད་ཟེར་ཞེས་བྱ་བ་བཞུགས་སོ། འཇམ་མགོན་ཀོང་སྤྲུལ་གྱིས་མཛད་པ།",BO0704,EN0704,When the Clouds Part: The Uttaratantra and Its Meditative Tradition as a Bridge between Sutra and Tantra,"Maitreya
འཇམ་མགོན་ཀོང་སྤྲུལ་བློ་གྲོས་མཐའ་ཡས།
སྐྱོ་སྟོན་སྨོན་ལམ་ཚུལ་ཁྲིམས།",Karl Brunnhölzl,མདོ། རྡོ་རྗེ་གནས་བདུན།,,,,,W1PD159379,2515
,"1-མདོ་རྒྱུད་རིན་པོ་ཆེའི་མཛོད།
2-མདོ་རྒྱུད་རིན་པོ་ཆེའི་མཛོད་ཀྱི་རྒྱས་འགྲེལ་བ",BO0707,EN0707,"The Complete Nyingma Tradition from Sutra to Tantra, Books 15 to 17. The Essential Tantras of Mahayoga",Choying Tobden Dorje,Gyurme Dorje,,,,,,"https://library.bdrc.io/show/bdr:WA28955?tabs=bdr:MW28955,bdr:W28955",462
,རྗེ་བཙུན་མི་ལ་རས་པའི་རྣམ་ཐར་རྒྱས་པར་ཕྱེ་བ་མགུར་འབུམ་ཞེས་བྱ་བ་བཞུགས་སོ། །,BO0701,EN0701,The Hundred Thousand Songs of Milarepa,"http://purl.bdrc.io/resource/P1853  By Tsangnyon Heruka, Milarepa",Christopher Stagg,རྣམ་ཐར།,,,,,"https://library.bdrc.io/show/bdr:WA1CZ1988?tabs=bdr:MW21762,bdr:W21762&uilang=bo",13302
,མི་ལའི་མགུར་འབུམ། (སྟོད་ཆ།),BO2174,EN2174,The hundred thousand songs of Milarepa. Vol 1,Milarepa,Garma C.C.Chang,རྣམ་ཐར།,,,,,bdr:WA0NGMCP39303,3457
,མི་ལའིི་མགུར་འབུམ།(སྨད་ཆ),BO2175,EN2175,The hundred thousand songs of Milarepa. Vol 2,Milarepa,Garma C.C.Chang,རྣམ་ཐར།,,,,,bdr:WA0NGMCP39304,2732
,ཕྱག་ཆེན་ཟླ་བའི་འོད་ཟེར།,BO0700,EN0700,Moonbeams of Mahamudra,Dakpo Tashi Namgyal,Elizabeth M. Callahan,སྔགས། ཕྱག་རྒྱ་ཆེན་པོ།,,,,,bdr:WA0XL7D7E00957,4892
,འཇུག་ཊཱིཀ་དྭགས་བརྒྱུད་གྲུབ་པའི་ཤིང་རྟ་བདེ་བར་འདྲེན་བྱེད་སྐལ་བཟང་དགའ་སྟོན།,BO0708,EN0708,"The Karmapa’s Middle Way: Feast for the Fortunate, The Ninth Karmapa Wangchuk Dorje",The Ninth Karmapa Wangchuk Dorje,Tyler Dewar,མདོ། དབུ་མ།,,,,,https://library.bdrc.io/show/bdr:MW3PD1288_5310AD?s=%2Fshow%2Fbdr%3AMW3PD1288%3Fpart%3Dbdr%3AMW3PD1288_9D3AD2%26s%3Dq%253D%252522%2525E0%2525BD%252580%2525E0%2525BD%2525A2%2525E0%2525BE%2525A8%2525E0%2525BC%25258B%2525E0%2525BD%252591%2525E0%2525BD%252596%2525E0%2525BD%252584%2525E0%2525BC%25258B%2525E0%2525BD%252595%2525E0%2525BE%2525B1%2525E0%2525BD%2525B4%2525E0%2525BD%252582%2525E0%2525BC%25258B%2525E0%2525BD%2525A2%2525E0%2525BE%2525A1%2525E0%2525BD%2525BC%2525E0%2525BC%25258B%2525E0%2525BD%2525A2%2525E0%2525BE%252597%2525E0%2525BD%2525BA%252522~1%2526lg%253Dbo%2526t%253DInstance%2526f%253Dasset%252Cinc%252Ctmp%253ApossibleAccess%2526f%253Dasset%252Cinc%252Ctmp%253AcatalogOnly%2526n%253D6%26uilang%3Dbo#open-viewer,3813
,གདམས་ངག་རིན་པོ་ཆེའི་མཛོད་པོད་ ༡༨ པ། ཟབ་ཁྲིད་བརྒྱ་དང་བརྒྱད་ཀྱི་ཡི་གེ,BO2310,EN2310,Jonang : the one hundred and eight teaching manuals,http://purl.bdrc.io/resource/P264,Gyurme Dorje (1950-2020),ཁྲིད་ཡིག,,,,,https://library.bdrc.io/show/bdr:MW1PD159424?tabs=bdr:W1PD159424,2997
,ཐེག་པ་ཆེན་པོ་མདོ་སྡེའི་རྒྱན་གྱི་དགོངས་དོན་རྣམ་པར་བཤད་པ་ཐེག་མཆོག་བདུད་རྩིའི་དགའ་སྟོན་ཅེས་བྱ་བ་བཞུགས།,BO1003,EN1003,A Feast of the Nectar of the Supreme Vehicle: An Explanation of the Ornament of the Mahayana Sutras[1],Mipham Rinpoche,Padmakara Translation Group,མདོ། ཕར་ཕྱིན།,,,,,bdr:WA8LS16303,4538
,གདམས་ངག་རིན་པོ་ཆེའི་མཛོད་ཀྱི་པོད་གཅུ་གཅིག་པ་ཤངས་པ་བཀའ་བརྒྱུད། ,BO3545,EN3545,"Shangpa Kagyu: The Tradition Of Khyungpo Naljor: Essential Teachings Of The Eight Practice Lineages Of Tibet, Volume 11 (The Treasury Of Precious Instructions)",http://purl.bdrc.io/resource/P264,Sarah Harding,གསང་སྔགས།,,,,,bdr:MW20877_B4104C,6872
,གདམས་ངག་རིན་པོ་ཆེའི་མཛོད་ལས་པོད་ལྔ་པ་ས་སྐྱའི་ལམ་འབྲས།,BO2725,EN2725,"Sakya.The Path with Its Result, Part One, Essential Teachings of the Eight Practice Lineages of Tibet, Volume 5 (The Treasury of Precious Instructions)",http://purl.bdrc.io/resource/P264,Malcolm Smith,མདོ། ལམ་འབྲས།,,,,,bdr:MW20877_152C6C,6585
,རྫོགས་ཆེན་ཁྲིད་སྐོར་བདུད་འཇོམས་གླིང་པའི་གཏེར་ཆོས།,BO0717,EN0717,DUDJOM LINGPA’S VISIONS OF THE GREAT PERFECTION,Dudjom Lingpa,B. ALAN WALLACE,སྔགས། རྫོགས་པ་ཆེན་པོ།,,,,,https://library.bdrc.io/show/bdr:WA26677?s=q%3D%2522%25E0%25BD%2596%25E0%25BD%2591%25E0%25BD%25B4%25E0%25BD%2591%25E0%25BC%258B%25E0%25BD%25A0%25E0%25BD%2587%25E0%25BD%25BC%25E0%25BD%2598%25E0%25BD%25A6%25E0%25BC%258B%25E0%25BD%2582%25E0%25BE%25B3%25E0%25BD%25B2%25E0%25BD%2584%25E0%25BC%258B%25E0%25BD%2594%2522~1%26lg%3Dbo%26t%3DWork%26n%3D5,1165
,དམ་པའི་ཆོས་དགོངས་པ་གཅིག་པའི་རྣམ་བཤད་ལུང་དོན་གསལ་བྱེད་ལེགས་བཤད་ཉི་མའི་སྣང་བ།,BO1039,EN1039,The Buddha’s Single Intention,"Kyobpa Jikten Sumgön, Rikzin Chökyi Drakpa",Jan-Ulrich Sobisch,གསང་སྔགས།,,,,,https://library.bdrc.io/show/bdr:W1KG4771?s=%2Fshow%2Fbdr%3AMW1KG4771%3Ftabs%3Dbdr%3AIE1KG4771#open-viewer,3069
